"PNuid_NLidu","Name_en","Nom_fr","Province","Latitude","Longitude"
1,"Halifax","Halifax","NS",44.648757,-63.601876
2,"Dartmouth","Dartmouth","NS",44.672142,-63.562168
3,"Charlottetown","Charlottetown","PE",46.242961,-63.126519
4,"Sydney","Sydney","NS",46.126469,-60.176689
5,"Glace Bay","Glace Bay","NS",46.192901,-59.962389
6,"Bedford","Bedford","NS",44.733924,-63.653377
7,"Summerside","Summerside","PE",46.393458,-63.789341
8,"Amherst","Amherst","NS",45.830781,-64.209807
9,"New Glasgow","New Glasgow","NS",45.587794,-62.642169
10,"Eastern Passage","Eastern Passage","NS",44.615441,-63.480148
11,"Bridgewater","Bridgewater","NS",44.375475,-64.522476
12,"Yarmouth","Yarmouth","NS",43.83567,-66.120048
14,"New Waterford","New Waterford","NS",46.247297,-60.08167
15,"North Sydney","North Sydney","NS",46.204423,-60.260953
16,"Bible Hill","Bible Hill","NS",45.377819,-63.251466
17,"Kentville","Kentville","NS",45.086887,-64.489193
18,"Lower Sackville","Lower Sackville","NS",44.76279,-63.667137
19,"Fall River","Fall River","NS",44.821059,-63.611263
20,"Stellarton","Stellarton","NS",45.556695,-62.663698
21,"Antigonish","Antigonish","NS",45.623888,-61.994489
22,"Greenwood","Greenwood","NS",44.968348,-64.932953
23,"New Minas","New Minas","NS",45.067351,-64.457023
24,"Springhill","Springhill","NS",45.651053,-64.056599
25,"Westville","Westville","NS",45.55761,-62.711478
26,"Pictou","Pictou","NS",45.680317,-62.705484
27,"Windsor","Windsor","NS",44.989112,-64.137718
28,"Port Hawkesbury","Port Hawkesbury","NS",45.618477,-61.360132
29,"Wolfville","Wolfville","NS",45.087032,-64.355902
31,"Liverpool","Liverpool","NS",44.036255,-64.718972
32,"Sydney River","Sydney River","NS",46.097443,-60.226466
33,"Kingston","Kingston","NS",44.98767,-64.952343
34,"Trenton","Trenton","NS",45.61673,-62.632673
35,"Shubenacadie","Shubenacadie","NS",45.087367,-63.406758
36,"Enfield","Enfield","NS",44.951539,-63.532686
37,"Elmsdale","Elmsdale","NS",44.967014,-63.504486
38,"Dominion","Dominion","NS",46.211922,-60.023562
39,"Westmount","Westmount","NS",46.137947,-60.218552
40,"Berwick","Berwick","NS",45.045524,-64.734149
41,"Digby","Digby","NS",44.619461,-65.764455
42,"Shelburne","Shelburne","NS",43.762137,-65.316761
43,"Bras d'Or","Bras d'Or","NS",46.247916,-60.293895
44,"Reserve Mines","Reserve Mines","NS",46.183228,-60.012083
45,"Montague","Montague","PE",46.166741,-62.650928
46,"Prospect","Prospect","NS",44.4703,-63.7882
47,"Middleton","Middleton","NS",44.943143,-65.067497
48,"Inverness","Inverness","NS",46.229332,-61.304065
49,"Mount Uniacke","Mount Uniacke","NS",44.887299,-63.823514
50,"Lantz","Lantz","NS",44.988791,-63.480257
51,"Chester","Chester","NS",44.544706,-64.24043
52,"Parrsboro","Parrsboro","NS",45.403413,-64.325671
53,"Hilden","Hilden","NS",45.308172,-63.29061
54,"Stewiacke","Stewiacke","NS",45.137957,-63.348574
55,"Kensington","Kensington","PE",46.43509,-63.636769
56,"Oxford","Oxford","NS",45.734804,-63.867064
57,"Souris","Souris","PE",46.354618,-62.248536
58,"Hantsport","Hantsport","NS",45.067624,-64.179662
59,"Alberton","Alberton","PE",46.811267,-64.063926
60,"Brooklyn","Brooklyn","NS",44.055204,-64.693051
61,"Bridgetown","Bridgetown","NS",44.840736,-65.286153
62,"Milton","Milton","NS",44.062363,-64.750025
63,"Chéticamp","Chéticamp","NS",46.636,-61.008
64,"Three Mile Plains","Three Mile Plains","NS",44.964269,-64.096958
65,"Herring Cove","Herring Cove","NS",44.56701,-63.560943
66,"Falmouth","Falmouth","NS",44.995753,-64.163034
67,"Waverley","Waverley","NS",44.783842,-63.601193
68,"Louisbourg","Louisbourg","NS",45.920011,-59.974802
69,"O'Leary","O'Leary","PE",46.707616,-64.223198
70,"Tignish","Tignish","PE",46.950001,-64.033333
71,"Sheet Harbour","Sheet Harbour","NS",44.921013,-62.533466
72,"Canning","Canning","NS",45.158692,-64.429297
73,"Miscouche","Miscouche","PE",46.430963,-63.859378
74,"Georgetown","Georgetown","PE",46.184812,-62.534031
75,"Lockeport","Lockeport","NS",43.694826,-65.111716
76,"St. Peter's","St. Peter's","NS",45.657752,-60.875715
77,"River Hebert","River Hebert","NS",45.692315,-64.379065
78,"Lawrencetown","Lawrencetown","NS",44.884645,-65.162078
79,"North Rustico","North Rustico","PE",46.45925,-63.309202
80,"Annapolis Royal","Annapolis Royal","NS",44.744892,-65.51122
81,"Arichat","Arichat","NS",45.510972,-61.018048
82,"Mulgrave","Mulgrave","NS",45.612105,-61.39358
83,"Baddeck","Baddeck","NS",46.101371,-60.75365
84,"Wood Islands","Wood Islands","PE",45.965852,-62.75645
85,"Clark's Harbour","Clark's Harbour","NS",43.446273,-65.635724
86,"Musquodoboit Harbour","Musquodoboit Harbour","NS",44.787813,-63.146767
87,"South Harbour","South Harbour","NS",46.869108,-60.463842
88,"Meteghan","Meteghan","NS",44.185635,-66.161248
89,"Mahone Bay","Mahone Bay","NS",44.448587,-64.380442
90,"Canso","Canso","NS",45.33562,-60.995228
91,"Murray Harbour","Murray Harbour","PE",46.003505,-62.521319
92,"Morell","Morell","PE",46.414862,-62.704972
93,"Mount Stewart","Mount Stewart","PE",46.369157,-62.868262
94,"Red Bay","Red Bay","NL",51.74463,-56.426012
95,"Miminegash","Miminegash","PE",46.880718,-64.22564
96,"Gaspereaux","Gaspereaux","PE",46.105535,-62.476079
97,"St-Raphaël","St-Raphaël","PE",46.425262,-64.017046
98,"Louisdale","Louisdale","NS",45.606494,-61.063595
99,"Havre Boucher","Havre Boucher","NS",45.68452,-61.534711
100,"Clyde River","Clyde River","NS",43.630886,-65.477321
101,"Walton","Walton","NS",45.229556,-64.001939
102,"Merigomish","Merigomish","NS",45.63271,-62.433109
103,"Capstick","Capstick","NS",47.003161,-60.515017
104,"Ingonish Centre","Ingonish Centre","NS",46.680493,-60.408404
105,"Port Morien","Port Morien","NS",46.133524,-59.873956
106,"L'Ardoise","L'Ardoise","NS",45.614505,-60.766787
107,"Margaree Forks","Margaree Forks","NS",46.331078,-61.090195
108,"Elmira","Elmira","PE",46.441238,-62.064408
109,"Grande Anse","Grande Anse","NS",45.626055,-61.069144
110,"Whycocomagh","Whycocomagh","NS",45.974325,-61.12718
112,"Mabou","Mabou","NS",46.072911,-61.392098
113,"Advocate Harbour","Advocate Harbour","NS",45.336814,-64.783246
114,"Sandy Point","Sandy Point","NS",43.710782,-65.319271
115,"Port Hood","Port Hood","NS",46.017664,-61.529844
116,"Askilton","Askilton","NS",45.69046,-61.312246
117,"Judique","Judique","NS",45.876011,-61.490657
118,"Tangier","Tangier","NS",44.801573,-62.698985
119,"Mushaboom","Mushaboom","NS",44.850738,-62.533687
120,"Moser River","Moser River","NS",44.974953,-62.254173
121,"Londonderry","Londonderry","NS",45.474488,-63.602802
122,"Hopewell","Hopewell","NS",45.482811,-62.699494
123,"New Germany","New Germany","NS",44.538594,-64.711955
124,"Jordan Falls","Jordan Falls","NS",43.815532,-65.233595
125,"Ingonish","Ingonish","NS",46.692015,-60.373185
126,"Shag Harbour","Shag Harbour","NS",43.498533,-65.702969
127,"Lower Woods Harbour","Lower Woods Harbour","NS",43.51616,-65.73474
128,"West Wentworth","West Wentworth","NS",45.685893,-63.603188
129,"Upper Musquodoboit","Upper Musquodoboit","NS",45.134083,-62.946919
130,"Brighton","Brighton","NS",44.553008,-65.853955
131,"Guysborough","Guysborough","NS",45.391732,-61.503125
132,"West Chezzetcook","West Chezzetcook","NS",44.716185,-63.266519
133,"Middle Musquodoboit","Middle Musquodoboit","NS",45.043763,-63.149622
134,"Wedgeport","Wedgeport","NS",43.739225,-65.979654
135,"Brooklyn","Brooklyn","NS",45.006962,-64.013123
136,"Deep Brook","Deep Brook","NS",44.636614,-65.654258
137,"Plymouth","Plymouth","NS",43.801067,-66.015188
138,"Martins River","Martins River","NS",44.486178,-64.335413
139,"Saulnierville","Saulnierville","NS",44.264199,-66.129985
140,"East Kemptville","East Kemptville","NS",44.087032,-65.769705
141,"Economy","Economy","NS",45.384636,-63.916967
142,"Great Village","Great Village","NS",45.411669,-63.596237
143,"Noel","Noel","NS",45.295738,-63.747985
144,"Middlewood","Middlewood","NS",44.229763,-64.573857
145,"Debert","Debert","NS",45.437936,-63.459815
146,"Pleasant Bay","Pleasant Bay","NS",46.827546,-60.801122
147,"Northport","Northport","NS",45.932583,-63.867604
148,"Tatamagouche","Tatamagouche","NS",45.709407,-63.294496
149,"Pugwash","Pugwash","NS",45.850485,-63.662234
150,"Kennetcook","Kennetcook","NS",45.176299,-63.721843
151,"Wallace","Wallace","NS",45.812571,-63.472779
152,"Hacketts Cove","Hacketts Cove","NS",44.567392,-63.923574
153,"Sambro","Sambro","NS",44.474754,-63.603401
154,"Margaretsville","Margaretsville","NS",45.047082,-65.063417
155,"Greenfield","Greenfield","NS",44.272901,-64.841565
156,"River John","River John","NS",45.752335,-63.069545
157,"Weymouth","Weymouth","NS",44.41867,-66.001479
158,"Porters Lake","Porters Lake","NS",44.737171,-63.310043
159,"Lake Echo","Lake Echo","NS",44.735923,-63.392341
160,"Donkin","Donkin","NS",46.184763,-59.872709
161,"Port Hastings","Port Hastings","NS",45.649814,-61.404096
163,"Bay St. Lawrence","Bay St. Lawrence","NS",47.00368,-60.463965
164,"Neils Harbour","Neils Harbour","NS",46.81078,-60.324076
165,"Dingwall","Dingwall","NS",46.895625,-60.477412
166,"Cape North","Cape North","NS",46.887584,-60.50285
167,"New Haven","New Haven","NS",46.824102,-60.321006
168,"St. Margaret Village","St. Margaret Village","NS",46.989203,-60.47451
169,"Meat Cove","Meat Cove","NS",47.026462,-60.569817
170,"Ingonish Beach","Ingonish Beach","NS",46.63788,-60.402891
171,"Little River","Little River","NS",46.442915,-60.466548
172,"Ingonish Ferry","Ingonish Ferry","NS",46.627993,-60.392063
173,"Wreck Cove","Wreck Cove","NS",46.548991,-60.41078
174,"Birch Plain","Birch Plain","NS",46.512413,-60.4271
175,"French River","French River","NS",46.490839,-60.440366
176,"River Bennet","River Bennet","NS",46.33329,-60.535751
177,"Indian Brook","Indian Brook","NS",46.370384,-60.53198
178,"Tarbot","Tarbot","NS",46.336687,-60.595273
179,"Jersey Cove","Jersey Cove","NS",46.310863,-60.546862
180,"Big Bank","Big Bank","NS",46.212648,-60.498695
181,"St. Anns","St. Anns","NS",46.213049,-60.60635
182,"Middle River","Middle River","NS",46.154269,-60.924996
183,"Boularderie","Boularderie","NS",46.165876,-60.565113
184,"MacAulays Hill","MacAulays Hill","NS",46.143334,-60.679916
185,"Baddeck Bay","Baddeck Bay","NS",46.131959,-60.695559
186,"Englishtown","Englishtown","NS",46.27974,-60.54438
187,"New Campbellton","New Campbellton","NS",46.290562,-60.429246
188,"Grand Narrows","Grand Narrows","NS",45.95561,-60.790385
190,"Baddeck Bridge","Baddeck Bridge","NS",46.122689,-60.797676
191,"Big Bras d'Or","Big Bras d'Or","NS",46.271521,-60.425801
192,"Big Farm","Big Farm","NS",46.10378,-60.819263
193,"Little Narrows","Little Narrows","NS",45.990451,-60.981731
194,"McKinnons Harbour","McKinnons Harbour","NS",45.946525,-60.903303
195,"Jamesville","Jamesville","NS",45.946774,-60.849772
196,"Iona","Iona","NS",45.961555,-60.807418
197,"Nyanza","Nyanza","NS",46.092618,-60.889626
198,"Lower Washabuck","Lower Washabuck","NS",46.069437,-60.768153
199,"North River Bridge","North River Bridge","NS",46.303899,-60.629756
200,"Crescent Grove","Crescent Grove","NS",46.118167,-60.722679
201,"Forks Baddeck","Forks Baddeck","NS",46.17798,-60.767619
202,"Inlet Baddeck","Inlet Baddeck","NS",46.079234,-60.820008
203,"Estmere","Estmere","NS",45.932001,-60.980137
204,"Big Hill","Big Hill","NS",46.165542,-60.641454
205,"Ross Ferry","Ross Ferry","NS",46.143497,-60.581705
206,"Red River","Red River","NS",46.845341,-60.774409
207,"Portree","Portree","NS",46.401273,-60.965381
208,"Petit Étang","Petit Étang","NS",46.648375,-60.976089
209,"La Prairie","La Prairie","NS",46.638709,-60.970143
210,"Belle-Marche","Belle-Marche","NS",46.624918,-60.985756
211,"Plateau","Plateau","NS",46.592872,-61.00729
212,"Grand Étang","Grand Étang","NS",46.546247,-61.048773
213,"St. Joseph du Moine","St. Joseph du Moine","NS",46.532241,-61.060016
214,"Cap Le Moine","Cap Le Moine","NS",46.507905,-61.071794
215,"Margaree Harbour","Margaree Harbour","NS",46.448815,-61.096401
216,"Margaree","Margaree","NS",46.392817,-61.072397
217,"Inverside","Inverside","NS",46.238966,-61.27459
218,"North East Margaree","North East Margaree","NS",46.328767,-61.00232
219,"Margaree Centre","Margaree Centre","NS",46.344144,-61.003603
220,"Egypt Road","Egypt Road","NS",46.337958,-60.952532
221,"Emerald","Emerald","NS",46.322725,-61.044888
222,"South West Margaree","South West Margaree","NS",46.280908,-61.140594
223,"Upper Margaree","Upper Margaree","NS",46.218385,-61.133679
224,"Scotsville","Scotsville","NS",46.189027,-61.15406
225,"Belle Côte","Belle Côte","NS",46.435651,-61.118795
226,"Broad Cove Banks","Broad Cove Banks","NS",46.212961,-61.334486
227,"Harbourview","Harbourview","NS",45.985982,-61.524276
228,"Deepdale","Deepdale","NS",46.195079,-61.28344
229,"Soapstone Mine","Soapstone Mine","NS",45.985678,-61.183439
230,"Mabou Station","Mabou Station","NS",46.067564,-61.398941
231,"Mabou Harbour Mouth","Mabou Harbour Mouth","NS",46.092801,-61.462147
232,"Southwest Mabou","Southwest Mabou","NS",46.024784,-61.450134
233,"Dunmore","Dunmore","NS",46.007368,-61.51341
234,"Marble Hill","Marble Hill","NS",46.040338,-61.543828
235,"West Mabou","West Mabou","NS",46.076174,-61.469321
236,"Glenville","Glenville","NS",46.158133,-61.312527
237,"South Lake Ainslie","South Lake Ainslie","NS",46.03987,-61.119608
238,"Troy","Troy","NS",45.685141,-61.438278
239,"Big Marsh","Big Marsh","NS",45.894256,-61.205294
240,"Judique North","Judique North","NS",45.904113,-61.479589
241,"Judique South","Judique South","NS",45.853382,-61.48884
242,"Marble Mountain","Marble Mountain","NS",45.817557,-61.041308
243,"Iron Mines","Iron Mines","NS",45.938135,-61.148555
244,"West Bay","West Bay","NS",45.709204,-61.172274
245,"Orangedale","Orangedale","NS",45.901032,-61.096935
246,"Pleasant Hill","Pleasant Hill","NS",45.643872,-61.36509
247,"West Bay Road","West Bay Road","NS",45.730744,-61.254085
248,"Creignish","Creignish","NS",45.728256,-61.456548
249,"Long Point","Long Point","NS",45.806847,-61.482608
250,"Kingsville","Kingsville","NS",45.780455,-61.322598
251,"River Denys","River Denys","NS",45.829551,-61.178554
252,"Glendale","Glendale","NS",45.812598,-61.316937
253,"Blues Mills","Blues Mills","NS",45.925185,-61.195307
254,"Whiteside","Whiteside","NS",45.606207,-61.195454
255,"Cleveland","Cleveland","NS",45.667479,-61.233001
256,"Hureauville","Hureauville","NS",45.642424,-61.240049
257,"Evanston","Evanston","NS",45.622702,-61.219255
258,"River Bourgeois","River Bourgeois","NS",45.63842,-60.947341
259,"French Cove","French Cove","NS",45.698716,-60.831595
260,"Sampsonville","Sampsonville","NS",45.681828,-60.848905
261,"River Tillard","River Tillard","NS",45.651278,-60.91626
262,"Carters Cove","Carters Cove","NS",45.686852,-60.844638
263,"The Points West Bay","The Points West Bay","NS",45.754994,-60.978341
264,"St. Georges Channel","St. Georges Channel","NS",45.720639,-61.043901
266,"Janvrin Harbour","Janvrin Harbour","NS",45.530549,-61.179496
267,"Little Anse","Little Anse","NS",45.492682,-60.929623
268,"Poulamon","Poulamon","NS",45.581,-60.9895
269,"Boudreauville","Boudreauville","NS",45.509218,-60.963214
270,"Petit-de-Grat","Petit-de-Grat","NS",45.504832,-60.95484
271,"West Arichat","West Arichat","NS",45.514744,-61.081279
272,"Port Royal","Port Royal","NS",45.534,-61.0813
273,"Pondville","Pondville","NS",45.541113,-60.991101
274,"Poirierville","Poirierville","NS",45.578734,-60.926597
275,"D'Escousse","D'Escousse","NS",45.587258,-60.960698
276,"Little Harbour","Little Harbour","NS",45.586188,-60.737162
277,"Fourchu","Fourchu","NS",45.716611,-60.260506
278,"Grande Greve","Grande Greve","NS",45.631886,-60.843195
279,"Rockdale","Rockdale","NS",45.616625,-60.809742
280,"Grand River","Grand River","NS",45.645119,-60.661741
281,"Barra Head","Barra Head","NS",45.678664,-60.783694
282,"Red Islands","Red Islands","NS",45.779044,-60.74261
283,"Soldiers Cove","Soldiers Cove","NS",45.695632,-60.735595
284,"Lower L'Ardoise","Lower L'Ardoise","NS",45.601268,-60.74089
285,"Framboise","Framboise","NS",45.722892,-60.375502
286,"Alder Point","Alder Point","NS",46.294406,-60.281594
287,"East Bay","East Bay","NS",46.018764,-60.371183
288,"Irish Vale","Irish Vale","NS",45.849873,-60.647044
289,"Big Pond","Big Pond","NS",45.902919,-60.544142
290,"Rock Elm","Rock Elm","NS",45.930651,-60.334305
291,"Marion Bridge","Marion Bridge","NS",45.981104,-60.21177
292,"Howie Centre","Howie Centre","NS",46.070118,-60.277965
293,"Albert Bridge","Albert Bridge","NS",46.024767,-60.063078
294,"Catalone","Catalone","NS",46.009127,-59.945757
295,"Florence","Florence","NS",46.259388,-60.260866
296,"Gabarus","Gabarus","NS",45.838184,-60.140332
297,"Leitches Creek","Leitches Creek","NS",46.168937,-60.310854
298,"St. Andrews Channel","St. Andrews Channel","NS",45.93015,-60.515013
299,"Grand Mira South","Grand Mira South","NS",45.892058,-60.289277
300,"North Lake","North Lake","PE",46.46448,-62.066615
301,"Kingsboro","Kingsboro","PE",46.392344,-62.111268
302,"South Lake","South Lake","PE",46.422722,-62.049813
303,"Bayfield","Bayfield","PE",46.474072,-62.195214
304,"Bothwell","Bothwell","PE",46.40283,-62.0824
305,"Little Harbour","Little Harbour","PE",46.362157,-62.188211
306,"Souris Line Road","Souris Line Road","PE",46.396027,-62.249816
307,"Red Point","Red Point","PE",46.379828,-62.140559
308,"Chepstow","Chepstow","PE",46.353122,-62.214579
309,"Souris West","Souris West","PE",46.359233,-62.288147
310,"New Zealand","New Zealand","PE",46.397986,-62.309802
311,"Bay Fortune","Bay Fortune","PE",46.327297,-62.369205
312,"Rollo Bay","Rollo Bay","PE",46.359730947048,-62.338153414858
313,"Fortune Harbour","Fortune Harbour","PE",46.337378,-62.359919
314,"New Acadia","New Acadia","PE",46.399667,-62.396429
315,"Fortune Bridge","Fortune Bridge","PE",46.349798,-62.378864
316,"Bear River","Bear River","PE",46.39103,-62.354185
317,"Farmington","Farmington","PE",46.385999,-62.488852
318,"Annandale","Annandale","PE",46.260852,-62.423688
319,"Little Pond","Little Pond","PE",46.281078,-62.41063
320,"Bridgetown","Bridgetown","PE",46.305642,-62.527922
321,"Dundas","Dundas","PE",46.317705,-62.509759
322,"Upton","Upton","PE",46.336775,-62.539956
323,"St. Georges","St. Georges","PE",46.258649585963,-62.505296165227
324,"Strathcona","Strathcona","PE",46.323287,-62.554626
325,"Seal River","Seal River","PE",46.235164,-62.545934
326,"Cardigan","Cardigan","PE",46.236889,-62.623116
327,"Brudenell","Brudenell","PE",46.18619,-62.650109
328,"New Perth","New Perth","PE",46.211374,-62.703296
329,"Pooles Corner","Pooles Corner","PE",46.209627,-62.650308
330,"Lower Montague","Lower Montague","PE",46.166977,-62.571725
331,"Lorne Valley","Lorne Valley","PE",46.269002,-62.692705
332,"St. Peters","St. Peters","PE",46.41341,-62.578752
333,"Peakes","Peakes","PE",46.298043,-62.778543
334,"St. Margarets","St. Margarets","PE",46.455165,-62.384948
335,"Cable Head East","Cable Head East","PE",46.466827,-62.573427
336,"Bristol","Bristol","PE",46.415185,-62.729079
337,"West St. Peters","West St. Peters","PE",46.411948,-62.776422
338,"Commercial Cross","Commercial Cross","PE",46.127525,-62.633146
340,"Pisquid","Pisquid","PE",46.337969,-62.856041
341,"Murray River","Murray River","PE",46.011098,-62.614456
342,"Beach Point","Beach Point","PE",46.01166,-62.49206
343,"Murray Harbour North","Murray Harbour North","PE",46.054558,-62.485321
344,"Alliston","Alliston","PE",46.057878524627,-62.606417333789
345,"Cambridge","Cambridge","PE",46.073639,-62.525077
346,"Sturgeon","Sturgeon","PE",46.108642,-62.529157
347,"Kilmuir","Kilmuir","PE",46.119345,-62.666017
348,"Peters Road","Peters Road","PE",46.066684762036,-62.564653498171
349,"High Bank","High Bank","PE",45.964964,-62.622709
350,"Abney","Abney","PE",45.994543,-62.569043
351,"White Sands","White Sands","PE",45.967658,-62.558144
352,"Belle River","Belle River","PE",45.980594,-62.840412
353,"Melville","Melville","PE",46.01992,-62.827311
354,"Flat River","Flat River","PE",46.0101,-62.864813
355,"Pinette","Pinette","PE",46.056256713578,-62.909162776456
356,"Iona","Iona","PE",46.09835,-62.807194
357,"Point Prim","Point Prim","PE",46.061986,-62.990237
358,"Mount Vernon","Mount Vernon","PE",46.011876,-62.743693
359,"Uigg","Uigg","PE",46.164793,-62.813371
360,"Orwell","Orwell","PE",46.154095,-62.835208
361,"Vernon Bridge","Vernon Bridge","PE",46.178597,-62.884145
362,"Vernon River","Vernon River","PE",46.211166,-62.827045
363,"Eldon","Eldon","PE",46.09372,-62.887688
364,"Kinross","Kinross","PE",46.158565,-62.809206
365,"Bunbury","Bunbury","PE",46.234670333733,-63.068957408012
366,"Keppoch","Keppoch","PE",46.204647,-63.106313
367,"Bethel","Bethel","PE",46.244501,-62.969863
368,"Hazelbrook","Hazelbrook","PE",46.217287,-62.991923
369,"Southport","Southport","PE",46.224877,-63.104058
370,"Johnstons River","Johnstons River","PE",46.269264,-63.017025
371,"Auburn","Auburn","PE",46.295229,-62.904267
372,"Tarantum","Tarantum","PE",46.290726,-62.952977
373,"TRACADIE CROSS","TRACADIE CROSS","PE",46.346277,-62.965967
374,"York","York","PE",46.312872,-63.095265
375,"Bedford Corner","Bedford Corner","PE",46.327227,-63.018325
376,"Stanhope","Stanhope","PE",46.398732,-63.115368
377,"Grand Tracadie","Grand Tracadie","PE",46.392506,-63.052851
378,"Covehead Road","Covehead Road","PE",46.364384,-63.116831
379,"Alberry Plains","Alberry Plains","PE",46.211885,-62.781075
380,"Greenfield","Greenfield","PE",46.184758,-62.738738
381,"Elliotvale","Elliotvale","PE",46.251367,-62.77292
382,"Fort Augustus","Fort Augustus","PE",46.32003,-62.918354
383,"St. Patrick Road","St. Patrick Road","PE",46.3319,-62.777789
384,"Mount Mellick","Mount Mellick","PE",46.205055,-62.945469
385,"Earnscliffe","Earnscliffe","PE",46.14157,-62.951137
386,"Caledonia","Caledonia","PE",46.059034,-62.70911
387,"Savage Harbour","Savage Harbour","PE",46.421165,-62.864956
388,"Midgell","Midgell","PE",46.408651,-62.654244
389,"Goose River","Goose River","PE",46.455153,-62.511692
390,"Naufrage","Naufrage","PE",46.465985,-62.423289
391,"Stanhope by the Sea","Stanhope by the Sea","PE",46.411975,-63.111001
392,"Union Road","Union Road","PE",46.325315,-63.13236
393,"Brackley","Brackley","PE",46.303824,-63.146373
394,"Highfield","Highfield","PE",46.288146,-63.173092
395,"North River","North River","PE",46.256405,-63.200234
396,"Miltonvale Park","Miltonvale Park","PE",46.305783,-63.217328
397,"Hillsborough Park","Hillsborough Park","PE",46.265089,-63.114455
398,"Clyde River","Clyde River","PE",46.222408,-63.256786
399,"Cornwall","Cornwall","PE",46.225667,-63.224711
400,"Meadow Bank","Meadow Bank","PE",46.200639,-63.227902
401,"New Haven","New Haven","PE",46.21688,-63.294803
402,"Rocky Point","Rocky Point","PE",46.201739,-63.150608
403,"Cumberland","Cumberland","PE",46.173967,-63.161241
404,"Canoe Cove","Canoe Cove","PE",46.154132,-63.296002
405,"Kingston","Kingston","PE",46.263035,-63.277199
406,"North Wiltshire","North Wiltshire","PE",46.300546,-63.331781
407,"Tyrone","Tyrone","PE",46.278535,-63.34482
408,"Long Creek","Long Creek","PE",46.17149,-63.271299
409,"Crapaud","Crapaud","PE",46.240307,-63.50023
410,"Hunter River","Hunter River","PE",46.356243,-63.346278
411,"Breadalbane","Breadalbane","PE",46.354841,-63.498103
412,"Victoria","Victoria","PE",46.21878,-63.497584
413,"Hampton","Hampton","PE",46.211817,-63.460821
414,"Appin Road","Appin Road","PE",46.241019,-63.395821
415,"South Melville","South Melville","PE",46.234574,-63.433536
416,"DeSable","DeSable","PE",46.198437,-63.415764
417,"Kellys Cross","Kellys Cross","PE",46.269659,-63.447437
418,"Bonshaw","Bonshaw","PE",46.192618,-63.353706
419,"Carleton","Carleton","PE",46.692023,-64.151894
420,"BORDEN-CARLETON","BORDEN-CARLETON","PE",46.253573,-63.694622
421,"North Tryon","North Tryon","PE",46.251090251419,-63.550429230484
422,"Albany","Albany","PE",46.284758,-63.641757
423,"Middleton","Middleton","PE",46.320996,-63.645472
424,"Central Bedeque","Central Bedeque","PE",46.339442,-63.702635
425,"Bedeque","Bedeque","PE",46.33584,-63.721022
426,"Kinkora","Kinkora","PE",46.322593,-63.604281
427,"Freetown","Freetown","PE",46.373802,-63.618539
428,"Emerald Junction","Emerald Junction","PE",46.360009,-63.551164
429,"Fredericton","Fredericton","PE",46.360449,-63.424234
430,"Searletown","Searletown","PE",46.305953,-63.699116
431,"Rose Valley","Rose Valley","PE",46.319429,-63.492748
432,"Hartsville","Hartsville","PE",46.319608814059,-63.397549292318
433,"Ebenezer","Ebenezer","PE",46.353022,-63.261723
434,"Oyster Bed Bridge","Oyster Bed Bridge","PE",46.388511,-63.236295
435,"Wheatley River","Wheatley River","PE",46.373213,-63.290252
436,"South Rustico","South Rustico","PE",46.415709,-63.298876
437,"New Glasgow","New Glasgow","PE",46.409937,-63.349485
438,"Harrington","Harrington","PE",46.352792,-63.169561
439,"Brackley Beach","Brackley Beach","PE",46.420339,-63.198029
440,"Hampshire","Hampshire","PE",46.288745,-63.286926
441,"Cape Traverse","Cape Traverse","PE",46.243451,-63.63813
442,"Reads Corner","Reads Corner","PE",46.396205,-63.745183
443,"St. Eleanors","St. Eleanors","PE",46.422851,-63.810396
444,"Slemon Park","Slemon Park","PE",46.43769432633,-63.828341961173
445,"Travellers Rest","Travellers Rest","PE",46.41836,-63.738955
446,"New Annan","New Annan","PE",46.419701,-63.711734
447,"Indian River","Indian River","PE",46.477064,-63.684937
448,"Malpeque","Malpeque","PE",46.526714,-63.687315
449,"Spring Valley","Spring Valley","PE",46.498749,-63.627139
450,"Sea View","Sea View","PE",46.538526,-63.596029
451,"Margate","Margate","PE",46.457633,-63.58837
452,"Fernwood","Fernwood","PE",46.325413,-63.809625
453,"Long River","Long River","PE",46.488862,-63.540496
454,"French River","French River","PE",46.515163,-63.523891
455,"New London","New London","PE",46.464564,-63.511313
456,"Stanley Bridge","Stanley Bridge","PE",46.461257,-63.454131
457,"Granville","Granville","PE",46.426563,-63.468318
458,"Cavendish","Cavendish","PE",46.490165,-63.377196
459,"Millvale","Millvale","PE",46.41116,-63.421091
460,"Wellington","Wellington","PE",46.453056,-64.003011
461,"Rosehill","Rosehill","PE",46.46835,-63.859798
462,"Abram-Village","Abram-Village","PE",46.455008,-64.076711
463,"Tyne Valley","Tyne Valley","PE",46.575055,-63.928768
464,"Urbainville","Urbainville","PE",46.461585,-64.047795
465,"Birch Hill","Birch Hill","PE",46.555292,-63.872437
466,"Port Hill","Port Hill","PE",46.578859,-63.878063
467,"Arlington","Arlington","PE",46.528617,-63.91217
468,"St-Hubert","St-Hubert","PE",46.502832,-64.029799
469,"MacDougall","MacDougall","PE",46.509327,-63.938764
470,"Richmond","Richmond","PE",46.507536,-63.990998
471,"Bideford","Bideford","PE",46.604741,-63.914487
