Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body
2012,1032,Domtar Inc.,Dryden Mill,Dryden,322112,60241.95,906369.42,6100.92,14774.6,0,0,0,,987487,81117,81117,KPMG Performance Registrar Inc.
2012,1033,Domtar Inc.,Espanola Mill,Espanola,322121,116051,947682,6351.8784,15381.332,0,14.5312,0,,1085481,137799,137799,KPMG Performance Registrar Inc.
2012,1034,Dyno Nobel Nitrogen Inc.,Maitland,Maitland,325313,3170.329,0,1.3619,18.011,0,0,0,,3190,3190,3190,
2012,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,100660.8,0,551.4275,814.0104,0,0,0,,102027,102027,102027,NSF International
2012,1036,Eastern Power Ltd.,Brock West Landfill Gas Power Plant,Pickering,221119,13951,2123,85.47,124.93,0,0,0,,16285,14162,14162,Stantec Consulting Ltd.
2012,1037,Eastern Power Ltd.,Keele Valley Landfill Gas Power Plant,Vaughan,221119,30139.2,117764,660.66,988.9,0,0,0,,149553,31789,31789,Stantec Consulting Ltd.
2012,1038,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,North York,221210,22303.22,0,471.66,183.21,0,0,0,,22959,22959,22959,Ernst & Young LLP
2012,1039,Enwave Energy Corporation,Pearl Street Steam Plant,Toronto,221330,90297.057,0,37.191,490.42,0,0,0,,90825,90825,90825,SAI Global
2012,1040,Enwave Energy Corporation,Walton Street Steam Plant,Toronto,221330,88555.45,0,36.624,482.05,0,0,0,,89075,89075,89075,SAI Global
2012,1041,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,221119,1616629.939,0,11226.264,3794.71,0,0,0,,1631651,1631651,1631651,"DEKRA Certification, Inc."
2012,1042,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,Sault Ste. Marie,331110,2936606.247,0,15735.489,1883.25,0,0,0,,2954225,2954225,2954225,"DEKRA Certification, Inc."
2012,1043,Essroc Canada Inc.,Picton  Plant,Picton,327310,616149,0,656.67,341,0,0,0,,617147,617147,617147,Ernst & Young LLP
2012,1044,Fanshawe College of Applied Arts and Technology,Fanshawe College of Applied Arts and Technology,London,611210,2309,0,1.05,12.4,0,0,0,,2323,2323,2323,
2012,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,385946.7506,0,94.0338,439.394,0,0,0,0,386481,386481,386481,Stantec Consulting Ltd.
2012,1046,Flakeboard Company Limited,Flakeboard Company Limited,Sault Ste Marie,321216,38034,45242,320.0266,805.38,0,0,0,,84402,39160,39160,Conestoga-Rovers & Associates Limited (CRA)
2012,1047,"Ford Motor Company of Canada, Limited",Oakville Assembly Plant,Oakville,336110,67877.805,0,28.329,385.02,0,0,0,,68292,68292,68292,"Advanced Waste Management System, Inc."
2012,1049,Veresen Energy Infrastructure Inc.,London District Energy,London,221330,47635.49,0,260.946,385.2103,0,0,0,,48282,48282,48282,NSF International
2012,1051,GDF Suez Energy Canada Inc.,West Windsor Power,Windsor,221112,387914.6221,0,636.8544,3280.73,0,0,0,,391833,391833,391833,"DEKRA Certification, Inc."
2012,1052,General Motors of Canada Limited,CAMI Assembly Plant,Ingersoll,336110,38673.396,0,16.002,210.49,0,0,0,,38900,38900,38900,Conestoga-Rovers & Associates Limited (CRA)
2012,1053,General Motors of Canada Limited,Oshawa Car Assembly Plant,Oshawa,336110,109270.795,0,120.729,578.46,0,0,0,,109970,109970,109970,Conestoga-Rovers & Associates Limited (CRA)
2012,1054,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,331110,41005.9231,3075.2734,11.2308,133.951,0,0,0,,44227,41151,41151,Conestoga-Rovers & Associates Limited (CRA)
2012,1055,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",Whitby,331110,78605.929,0,21.504,283.03,0,0,0,,78911,78911,78911,Conestoga-Rovers & Associates Limited (CRA)
2012,1056,GOLDCORP CANADA LTD,Musselwhite Mine,Kenora District,212220,27760,0,21.42,1041.6,0,0,0,,28824,28824,28824,Ernst & Young LLP
2012,1057,Goreway Station Partnership,Goreway Power Station,Brampton,221112,987365.12,0,5406.66,7983.43,0,0,0,0,1000756,1000756,1000756,Conestoga-Rovers & Associates Limited (CRA)
2012,1058,Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,488190,63248.243,0,27.111,373.24,0,276.9,0,,63926,63926,63926,
2012,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre,Courtright,221112,1294755.334,0,7092.7185,10470.1415,0,0,0,,1312319,1312319,1312319,Stantec Consulting Ltd.
2012,1060,GreenField Ethanol Inc.,Chatham Plant,Chatham,325190,130439.1965,975.403,53.9288,709.5602,0,0,0,,132179,131203,131203,KPMG Performance Registrar Inc.
2012,1061,GreenField Johnstown Limited Partnership,Johnstown Plant,Prescott,325190,86143.74,153.33,35.49,468.1,0,0,0,,86801,86647,86647,KPMG Performance Registrar Inc.
2012,1062,H.J. Heinz Co. of Canada Ltd.,Heinz Leamington Facility,Leamington,311420,55616.66,0,23.016,302.87,0,0,0,,55943,55943,55943,Conestoga-Rovers & Associates Limited (CRA)
2012,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,Hamiton,622112,34711,0,14.28,198.4,0,0,0,,34924,34924,34924,Conestoga-Rovers & Associates Limited (CRA)
2012,1064,Hamilton Specialty Bar Corporation,Hamilton Specialty Bar,Hamilton,331110,39193,0,8.82,116.064,0,0,0,,39318,39318,39318,NSF International
2012,1066,Hanson Brick,Hanson Brick - Burlington,Burlington,327990,43047,0,11.2833,148.459,0,0,0,,43207,43207,43207,Stantec Consulting Ltd.
2012,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,58094.83,0,23.94,316.2,0,0,0,,58435,58435,58435,Conestoga-Rovers & Associates Limited (CRA)
2012,1069,Holcim (Canada) inc.,Mississauga Cement Plant,Mississauga,327310,1075170.82,0,2999.8206,804.233,0,0,0,,1078975,1078975,1078975,PricewaterhouseCoopers LLP
2012,1070,Honda Canada Inc.,Alliston,Alliston,336110,50836.335,0,21.042,276.83,0,0,0,,51135,51135,51135,Conestoga-Rovers & Associates Limited (CRA)
2012,1072,Imperial Oil,Nanticoke Refinery,Nanticoke,324110,1071269.292,0,5577.0204,3969.984,0,0,0,,1080817,1080817,1080817,Conestoga-Rovers & Associates Limited (CRA)
2012,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,269270.671,0,593.082,1587.2,0,0,0,,271451,271451,271451,Conestoga-Rovers & Associates Limited (CRA)
2012,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1774967.884,0,14333.193,8887.39,0,0,0,,1798189,1798189,1798189,Conestoga-Rovers & Associates Limited (CRA)
2012,1075,Ingredion Canada Incorporated,Ingredion Canada Incorporated  - Cardinal Plant,Cardinal,311221,22454.2793,0,9.2411,120.9729,0,0,0,,22585,22585,22585,Conestoga-Rovers & Associates Limited (CRA)
2012,1076,Ingredion Canada Incorporated,Ingredion Canada Incorporated - London Plant,London,311221,120326.9,0,49.7847,655.061,0,0,0,,121032,121032,121032,Conestoga-Rovers & Associates Limited (CRA)
2012,1077,Ingredion Canada Incorporated,Ingredion Canada Incorporated  - Port Colborne Plant,Port Colborne,311221,78036,0,32.2875,424.824,0,0,0,,78494,78494,78494,Conestoga-Rovers & Associates Limited (CRA)
2012,1078,Innophos Canada Inc.,Port Maitland Plant,Lowbanks,325189,29732,0,7.77,102.3,0,0,0,,29843,29843,29843,Conestoga-Rovers & Associates Limited (CRA)
2012,1079,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,Aylmer,325190,60365,338,53.97,330.398,0,0,0,,61088,60750,60750,Conestoga-Rovers & Associates Limited (CRA)
2012,1080,Interlake Paper,Interlake Paper,St. Catharines,322121,28080.88,0,11.6106,152.8514,0,0,0,0,28246,28246,28246,Conestoga-Rovers & Associates Limited (CRA)
2012,1081,INVISTA (Canada) Company,INVISTA (Canada) Company,Kingston,325220,77537.867,0,31.9949,421.5752,0,0,0,,77992,77992,77992,Conestoga-Rovers & Associates Limited (CRA)
2012,1082,INVISTA (Canada) Company,Maitland Site,Maitland,325190,262337.293,0,94.08,1233.8,0,0,0,,263666,263666,263666,Conestoga-Rovers & Associates Limited (CRA)
2012,1083,Irving Tissue,Irving Tissue,Toronto,322121,50426.0692,0,20.8635,274.505,0,0,0,,50722,50722,50722,SAI Global
2012,1084,Ivaco Rolling Mills 2004 Limited Partnership,Ivaco Rolling Mills,L'Orignal,331110,66957.15,0,20.202,265.67,0,0,0,,67244,67244,67244,"DEKRA Certification, Inc."
2012,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,68699.2445,0,28.4235,373.984,0,0,0,,69102,69102,69102,Conestoga-Rovers & Associates Limited (CRA)
2012,1086,Labatt Breweries of Canada LP,LABATT BREWERIES ONTARIO - LONDON BREWERY,London,312120,26386.3392,0,10.9169,143.636,0,0,0,,26541,26541,26541,Conestoga-Rovers & Associates Limited (CRA)
2012,1087,Lafarge Canada Inc.,Bath Cement Plant,Bath,327310,777109,0,730.191,1590.61,0,0,0,,779430,779430,779430,Conestoga-Rovers & Associates Limited (CRA)
2012,1090,London Health Sciences Centre,Victoria Hospital,London,622111,38097,0,15.75,220.1,0,0,0,,38333,38333,38333,Stantec Consulting Ltd.
2012,1091,Rothsay,Moorefield Site,Moorefield,311614,23844,0,9.87,130.2,0,0,0,,23985,23985,23985,Conestoga-Rovers & Associates Limited (CRA)
2012,1092,Maple Lodge Farms Ltd.,Maple Lodge Farms Limited - Brampton,Brampton,311615,28934,0,11.97,157.48,0,0,0,,29104,29104,29104,Ernst & Young LLP
2012,1093,Nemak of Canada Corp.,WINDSOR ALUMINUM PLANT,Windsor,331529,24258,0,10.08,132.06,0,0,0,,24401,24401,24401,Conestoga-Rovers & Associates Limited (CRA)
2012,1094,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,322130,54560,1456,23.1,310,0,0,0,,56350,54894,54894,Conestoga-Rovers & Associates Limited (CRA)
2012,1095,Northland Power Inc.,Cochrane Generating Station,Cochrane,221112,110320.971,170269.035,792.183,2002.29,0,0,0,,283385,113115,113115,SAI Global
2012,1096,Northland Power Inc.,Iroquois Falls Generating Station,Iroquois Falls,221112,330416.337,0,1809.066,2670.34,0,0,0,,334896,334896,334896,SAI Global
2012,1097,Kingston CoGen Limited Partnership,Kingston CoGen,Bath,221112,317321.93,0,1739.094,2567.42,0,0,0,,321629,321629,321629,SAI Global
2012,1098,Northland Power Inc.,Kirkland Lake Generating Station,Kirkland Lake,221112,309719.537,166389.278,1880.508,3589.8,0,0,0,,481580,315190,315190,SAI Global
2012,1099,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,221112,374370.792,32649.748,2050.818,3027.46,86.7331,0,0,,412186,379536,379536,SAI Global
2012,1100,NOVA Chemicals (Canada) Ltd.,Corunna Site,Corunna,325110,1399057.38,0,3951.5259,4415.609,0,0,0,,1407425,1407425,1407425,Ernst & Young LLP
2012,1101,NOVA Chemicals (Canada) Ltd.,Moore Site,Mooretown,325210,58449.58,0,52.3446,243.753,0,0,0,,58746,58746,58746,Ernst & Young LLP
2012,1102,NOVA Chemicals Corporation,St. Clair River Site,Corunna,325210,65627.215,0,35.91,324.818,0,0,0,,65988,65988,65988,Ernst & Young LLP
2012,1103,O-I Canada Corp.,Plant #31 Brampton,Brampton,327214,63162,0,22.05,89.9,0,0,0,,63274,63274,63274,Conestoga-Rovers & Associates Limited (CRA)
2012,1104,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,221119,46575,0,25.578,283.65,0,0,0,,46885,46885,46885,Ernst & Young LLP
2012,1105,Ontario Power Generation Inc.,Lambton Generating Station,Courtright,221112,2237403.19,0,966.2161,8376.5286,83.65,2.34,0,,2246832,2246832,2246832,Ernst & Young LLP
2012,1106,Ontario Power Generation Inc.,Lennox Generating Station,Greater Napanee,221112,180484,0,879.9,1550,0,0,0,,182914,182914,182914,Ernst & Young LLP
2012,1107,Ontario Power Generation Inc.,Nanticoke Generating Station,Nanticoke,221112,2008720,0,692.79,10533.8,0,0,0,,2019947,2019947,2019947,Ernst & Young LLP
2012,1108,Ontario Power Generation Inc.,Thunder Bay Generating Station,Thunder Bay,221119,71386,0,21.903,421.91,0,0,0,,71830,71830,71830,Ernst & Young LLP
2012,1109,Oxy Vinyls Canada Co.,Niagara PVC Plant,Thorold,325210,34076,0,14.1432,189.2488,0,0,0,,34280,34280,34280,Conestoga-Rovers & Associates Limited (CRA)
2012,1111,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,Mississauga,324190,388452.4401,0,744.5823,2018.627,0,0,0,,391216,391216,391216,Conestoga-Rovers & Associates Limited (CRA)
2012,1113,Plains Midstream Canada,Sarnia Fractionation Plant,Sarnia,211113,144686,0,233.1,784.765,0,0,0,,145704,145704,145704,SAI Global
2012,1114,Plasco Energy Group,Plasco Trail Road,Ottawa,221119,11416.583,11722.6739,3.6687,58.187,0,0,0,,23202,11479,11479,
2012,1115,Poly-Cel Packaging Products,Mississauga Facility,Mississauga,326111,0,0,0,0,0,0,0,,0,0,0,
2012,1116,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,221112,434342,0,2368.422,3506.1,0,0,0,,440217,440217,440217,SAI Global
2012,1117,Queen's University at Kingston,Main Campus,Kingston,611310,41253.8,0,17.0484,237.9963,0,0,0,,41509,41509,41509,KPMG Performance Registrar Inc.
2012,1118,Redpath Sugar Ltd,Toronto Refinery,Toronto,311310,65128.39,0,26.9632,355.8118,0,0,0,,65512,65512,65512,SAI Global
2012,1119,Resolute FP Canada Inc.,Fort Frances Division,Fort Frances,322121,130817,411849,2785.44,6274.4,0,0,0,,551726,139877,139877,Stantec Consulting Ltd.
2012,1120,Resolute FP Canada Inc.,Thunder Bay Operations,Thunder Bay,322112,73862,914821,6178.83,14328.2,0,0,0,,1009191,94370,94370,Stantec Consulting Ltd.
2012,1121,ROXUL Inc.,ROXUL Inc.,Milton,327990,66083.5,0,14.2439,152.8703,0,0,0,,66251,66251,66251,Conestoga-Rovers & Associates Limited (CRA)
2012,1122,Safety-Kleen Canada Inc.,Oil Recovery Division,Breslau,324190,38830.16,0,123.2461,167.3789,0,0,0,,39121,39121,39121,Conestoga-Rovers & Associates Limited (CRA)
2012,1123,Sanofi Pasteur Ltd.,Connaught Campus,Toronto,325410,45577.693,0,249.312,371.69,0,0,0,,46199,46199,46199,PricewaterhouseCoopers LLP
2012,1124,City of Sault Ste. Marie,West End Water Pollution Control Plant,Sault Ste. Marie,221320,456.344,0,0.095,502.0407,0,0,0,,959,959,959,
2012,1125,Shell Canada Products,Sarnia Manufacturing Centre,Corunna,324110,695271.7225,0,10637.9091,2698.891,0,0,0,,708609,708609,708609,"LRQA America's Sustainability, Inc."
2012,1126,Sonoco Canada Corporation,Sonoco Brantford,Brantford,322130,22283,0,9.219,121.21,0,0,0,,22414,22414,22414,SAI Global
2012,1127,Sonoco Canada Corporation,Sonoco - Trent Valley Mill,Trenton,322130,39538.4,0,16.359,215.14,0,0,0,,39770,39770,39770,SAI Global
2012,1128,"St. Clair Power, LP",St. Clair Energy Center,Corunna,221112,424034.4937,0,2322.894,3429.034,0,59.02,0,,429846,429846,429846,Conestoga-Rovers & Associates Limited (CRA)
2012,1129,St. Marys Cement Inc.,Bowmanville Cement Plant,Bowmanville,327310,1297048.624,0,355.0806,1357.862,0,0,0,,1298762,1298762,1298762,Conestoga-Rovers & Associates Limited (CRA)
2012,1130,St. Marys Cement Inc.,St. Marys Cement Plant,St. Marys,327310,526336.91,0,100.149,333.56,0,0,0,,526771,526771,526771,Conestoga-Rovers & Associates Limited (CRA)
2012,1131,Strathcona Paper GP Inc.,Strathcona Paper LP,Napanee,322130,29892.76,0,12.369,162.75,0,0,0,,30068,30068,30068,"DEKRA Certification, Inc."
2012,1132,Styrolution Canada Ltd.,Sarnia Site,Sarnia,325110,112255.5664,0,143.8311,429.753,0,0,0,,112830,112830,112830,Stantec Consulting Ltd.
2012,1133,Suncor Energy Products Partnership,Sarnia Refinery,Sarnia,324110,626027.988,0,8495.9973,3921.81,0,0,0,,638446,638446,638446,Conestoga-Rovers & Associates Limited (CRA)
2012,1134,Suncor Energy Products Inc.,St. Clair Ethanol Plant,Mooretown,325190,154741.5259,0,66.6645,841.805,0,0,0,,155650,155650,155650,Conestoga-Rovers & Associates Limited (CRA)
2012,1135,Tembec,Kapuskasing Operations,Kapuskasing,322122,26735.574,213378.694,1445.745,2969.18,0,0,0,,244530,31151,31151,Conestoga-Rovers & Associates Limited (CRA)
2012,1136,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,331210,104652,0,42.105,594.7722,0,0,0,,105289,105289,105289,"DEKRA Certification, Inc."
2012,1137,Terra Inernational (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,325313,814168.5292,0,84.882,56464.888,0,0,0,,870719,870719,870719,SAI Global
2012,1138,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,322112,49341,206331,1401.372,3533.07,0,0,0,,260607,54276,54276,SAI Global
2012,1139,The International Group Inc.,Agincourt Plant,Toronto,324190,34742.2871,0,14.5068,189.441,0,0,0,,34947,34947,34947,SAI Global
2012,1140,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada (Cambridge),Cambridge,336110,56280.05,0,23.331,309.07,0,0,0,,56613,56613,56613,Conestoga-Rovers & Associates Limited (CRA)
2012,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada (Woodstock),Woodstock,336110,33912.482,0,14.028,184.76,0,0,0,,34112,34112,34112,Conestoga-Rovers & Associates Limited (CRA)
2012,1142,TransAlta Generation Partnership,Mississauga Cogeneration Plant,Mississauga,221112,367220.6693,0,495.6966,2826.146,0,0,0,,370543,370543,370543,Ernst & Young LLP
2012,1143,TransAlta Generation Partnership,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,218697.5565,0,314.9811,1721.895,0,0,0,,220735,220735,220735,Ernst & Young LLP
2012,1144,TransAlta Generation Partnership,Sarnia Regional Cogeneration Facility,Sarnia,221112,1228447.516,0,1776.3186,9685.95,0,0,0,,1239910,1239910,1239910,Ernst & Young LLP
2012,1145,TransAlta Generation Partnership,Windsor Essex Cogeneration Plant,Windsor,221112,197049.99,0,272.8971,1530.036,0,0,0,,198853,198853,198853,Ernst & Young LLP
2012,1146,TransCanada Energy Ltd.,Halton Hills Generating Station,Halton Hills,221112,864528,0,4735.9494,6991.151,0,0,0,,876256,876256,876256,"ICF Consulting Canada, Inc."
2012,1147,TransCanada PipeLines Ltd.,"TransCanada Pipeline, Ontario",Kenora,486210,511562.2885,0,10863.3168,4220.96,0,0,0,,526647,526647,526647,"ICF Consulting Canada, Inc."
2012,1148,U.S. Steel Canada Inc.,Hamilton Works,Hamilton,331110,424435.83,0,15189.7683,955.327,0,0,0,,440581,440581,440581,Conestoga-Rovers & Associates Limited (CRA)
2012,1149,Stelco Inc.,Lake Erie,Haldimand County,331110,4147661.89,0,21644.385,1687.64,0,0,0,0,4170994,4170994,4170994,GHD
2012,1150,Union Gas Limited,Natural Gas Transmission and Distribution,Chatham,221210,239762.8466,0,5091.4794,1978.296,0,0,0,,246833,246833,246833,Conestoga-Rovers & Associates Limited (CRA)
2012,1151,University of Guelph,Guelph Campus,Guelph,611310,36054.3494,0,14.6336,205.1487,0,0,0,,36275,36275,36275,Conestoga-Rovers & Associates Limited (CRA)
2012,1152,The Governing Council of the University of Toronto,St George Campus,Toronto,611310,78747,0,671.832,991.752,0,0,0,,80411,80411,80411,Conestoga-Rovers & Associates Limited (CRA)
2012,1153,The University of Western Ontario,Main Campus,London,611310,47381.5908,29.3633,19.6287,273.885,0,0,0,,47705,47675,47675,SAI Global
2012,1156,Whitby Cogeneration L.P.,Whitby Cogeneration,Whitby,221112,205793,0,325.899,1678.34,0,0,0,,207798,207798,207798,Conestoga-Rovers & Associates Limited (CRA)
2012,1157,Xstrata Canada Corporation - Duplicate,Kidd Metallurgical Site,Timmins/District of Cochrane,212233,25380.33,0,10.5,138.26,0,0,0,0,25530,25530,25530,Stantec Consulting Ltd.
2012,1158,Xstrata Canada Corporation,Sudbury Nickel Smelter Complex,Falconbridge,331410,122131.4923,0,14.2244,188.108,0,0,0,0,122334,122334,122334,Stantec Consulting Ltd.
2012,1159,York University,York University - Keele Campus,Toronto,611310,49675,0,192.6078,367.35,0,0,0,,50235,50235,50235,Conestoga-Rovers & Associates Limited (CRA)
2012,1160,York Energy Centre LP,York Energy Centre,Newmarket,221112,66808.3,0,365.9817,540.268,0,0,0,,67715,67715,67715,NSF International
2012,1165,University of Windsor,University of Windsor,Windsor,611310,25309.28,0,10.5,146.32,0,0,0,,25467,25467,25467,Conestoga-Rovers & Associates Limited (CRA)
2012,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,407388,0,137.13,1953.62,0,0,0,0,409479,409479,409479,Ernst & Young LLP
2013,1001,ADM Agri-Industries,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,66453.569,0,27.489,361.77,0,0,0,,66843,66843,66843,SGS- United Kingdom Ltd
2013,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,508640.52,0,0.0189,0.031,0,0,0,,508641,508641,508641,Conestoga-Rovers & Associates Limited (CRA)
2013,1003,Algonquin Power Energy From Waste Inc.,Algonquin Power  Energy from Waste Inc.,Brampton,562210,79072.92,69420,960.54,1153.2,0,0,0,,150607,81187,81187,Conestoga-Rovers & Associates Limited (CRA)
2013,1005,ArcelorMittal Dofasco Inc.,Dofasco Hamilton,Hamilton,331110,5101183.92,0,18739.9737,2699.604,0,0,0,,5122624,5122624,5122624,Conestoga-Rovers & Associates Limited (CRA)
2013,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,44176,18216,18.2784,240.498,0,0,0,,62651,44435,44435,Conestoga-Rovers & Associates Limited (CRA)
2013,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,123597,0,677.0713,999.4862,0,0,0,,125274,125274,125274,Conestoga-Rovers & Associates Limited (CRA)
2013,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,101774,0,557.5277,823.0175,0,0,0,,103155,103155,103155,Conestoga-Rovers & Associates Limited (CRA)
2013,1009,Atlantic Power LP,North Bay,North Bay,221112,126719,0,694.1747,1024.7341,0,0,0,,128438,128438,128438,Conestoga-Rovers & Associates Limited (CRA)
2013,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,126397,0,692.4147,1022.136,0,0,0,,128112,128112,128112,Conestoga-Rovers & Associates Limited (CRA)
2013,1011,Brampton Brick Limited,Brampton Brick,Brampton,327120,55930,0,12.18,161.2,0,0,0,,56104,56104,56104,Stantec Consulting Ltd.
2013,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,50441.6,0,275.31,404.86,0,0,0,,51122,51122,51122,Conestoga-Rovers & Associates Limited (CRA)
2013,1013,Brock University,University/Power Generation Facility,St. Catharines,611310,24355.24,0,114.87,189.1,0,0,0,,24660,24660,24660,Conestoga-Rovers & Associates Limited (CRA)
2013,1014,Lake Superior Power,Lake Superior Power,Sault Ste Marie,221112,301566.6608,0,1652.0049,2438.677,0,0,0,,305658,305658,305658,Conestoga-Rovers & Associates Limited (CRA)
2013,1015,Bruce Power LP,Bruce Power,Tiverton,221113,15950,0,13.86,251.1,0,0,0,,16215,16215,16215,Conestoga-Rovers & Associates Limited (CRA)
2013,1016,Bunge Canada Holdings I ULC,Bunge Canada - Hamilton Plant,Hamilton,311224,48805.026,0,20.1936,268.77,0,0,0,,49094,49094,49094,Conestoga-Rovers & Associates Limited (CRA)
2013,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,215779.98,0,4.2,55.8,0,0,0,,215840,215840,215840,Conestoga-Rovers & Associates Limited (CRA)
2013,1018,Canadian Gypsum Company,CGC Hagersville Plant,Hagersville,327420,47556.54,0,19.677,258.881,0,0,0,,47836,47836,47836,Stantec Consulting Ltd.
2013,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,558864.98,0,3061.5041,4519.3629,0,0,0,,566446,566446,566446,Stantec Consulting Ltd.
2013,1020,Carmeuse Lime Canada,Beachville Operation,Ingersoll,327410,369053.77,0,196.455,1407.4,0,0,0,,370658,370658,370658,Stantec Consulting Ltd.
2013,1021,Carmeuse Lime Canada,Dundas Operations,Dundas,327410,287500.782,0,27.4323,276.21,0,0,0,,287805,287805,287805,Stantec Consulting Ltd.
2013,1022,Carmeuse Lime Canada,Northern Lime Limited,Blind River,327410,130177.95,0,75.285,125.55,0,0,0,,130379,130379,130379,Stantec Consulting Ltd.
2013,1023,Cascades Canada ULC.,"Norampac Trenton, a Division of Cascades Canada ULC.",Trenton,322130,38580.03,38065.88,271.761,713.31,0,0,0,,77631,39565,39565,Enviro-Access Inc.
2013,1024,"CertainTeed Gypsum Canada, Inc.",Toronto Board Plant,Mississauga,327420,23027,0,9.5277,125.364,0,0,0,,23162,23162,23162,Conestoga-Rovers & Associates Limited (CRA)
2013,1025,Chrysler Canada Inc.,Brampton Assembly Plant,Brampton,336110,70264,0,29.064,382.54,0,0,0,,70676,70676,70676,Ernst & Young LLP
2013,1026,Chrysler Canada Inc.,Windsor Assembly Plant,Windsor,336110,40211,0,16.632,219.17,0,0,0,,40447,40447,40447,Ernst & Young LLP
2013,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,142.774,71591.419,301.4592,448.291,0,0,0,,72484,892,892,
2013,1028,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,221320,938.842,0,0.378,1172.265,0,0,0,,2112,2112,2112,
2013,1029,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,562210,73521.8,0,4.0975,65.5123,0,0,0,,73592,73592,73592,Conestoga-Rovers & Associates Limited (CRA)
2013,1030,Columbian Chemicals Canada Ltd.,Hamilton,Hamilton,325189,214776.7314,0,2.688,35.371,0,0,0,,214815,214815,214815,Conestoga-Rovers & Associates Limited (CRA)
2013,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,788.1604,0,0.3297,4.34,0,0,0,,793,793,793,
2013,1032,Domtar Inc.,Dryden Mill,Dryden,322112,63315.2,837186.979,5640.18,13680.517,0,0,0,,919823,82636,82636,KPMG Performance Registrar Inc.
2013,1033,Anthony Forest Products Company,Espanola Mill,Espanola,322121,152849,829524,5653.5654,13839.702,0,3.978,0,,1001871,172347,172347,KPMG Performance Registrar Inc.
2013,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,54278.614,0,297.339,438.96,0,0,0,,55015,55015,55015,NSF International
2013,1037,Eastern Power Ltd.,Keele Valley Landfill Gas Power Plant,Vaughan,221119,39485,76809,245.7,362.7,0,0,0,,116903,40094,40094,Stantec Consulting Ltd.
2013,1038,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,North York,221210,32131.3014,0,682.3257,265.112,0,0,0,,33079,33079,33079,Ernst & Young LLP
